dataset,model,runtime_minutes,test_f1,test_conf_matrix,test_roc_curve,test_prc_curve,learning_curves_loss,learning_curves_f1,train_conf_matrix,val_conf_matrix,learning_curves_acc,learning_curves_precision,learning_curves_recall,test_acc,test_precision,test_recall,test_loss,val_acc,val_precision,val_recall,val_f1,val_loss,train_acc,train_precision,train_recall,train_f1,train_loss,Patience,freezed_layers,embedding,grid_runtime_minutes,num_combinations,val_roc_curve,val_prc_curve,train_roc_curve,train_prc_curve,best_params,TP,FN,FP,TN,recall_positive,precision_positive,f1_positive,recall_negative,precision_negative,f1_negative,test_macro_recall,test_macro_f1,test_weighted_recall,test_weighted_f1,ROC_area,data_augmentation,tamaño_dataset,balance
balanced_500_sentence_prompt_GPT2,Random_Forest_Classifier,0.0109525349405076,0.2251655629139073,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_500_sentence_prompt_GPT2_Random_Forest_Classifier_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_500_sentence_prompt_GPT2_Random_Forest_Classifier_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_500_sentence_prompt_GPT2_Random_Forest_Classifier_SBERT_test.png,,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/learningcurve_balanced_500_sentence_prompt_GPT2_Random_Forest_Classifier_SBERT.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_500_sentence_prompt_GPT2_Random_Forest_Classifier_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_500_sentence_prompt_GPT2_Random_Forest_Classifier_SBERT_val.png,,,,0.8831168831168831,0.1393442622950819,0.5862068965517241,,0.83,0.851063829787234,0.8,0.8247422680412372,,1.0,1.0,1.0,1.0,,,0.0,prepr_SBERT,0.1314304192860921,12.0,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_500_sentence_prompt_GPT2_Random_Forest_Classifier_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_500_sentence_prompt_GPT2_Random_Forest_Classifier_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_500_sentence_prompt_GPT2_Random_Forest_Classifier_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_500_sentence_prompt_GPT2_Random_Forest_Classifier_SBERT_train.png,"{'max_depth': 30, 'min_samples_leaf': 4, 'n_estimators': 200}",17,12,105,867,0.5862068965517241,0.1393442622950819,0.2251655629139073,0.8919753086419753,0.9863481228668942,0.9367909238249597,0.7390911025968496,0.5809782433694334,0.8831168831168831,0.9161744048774864,0.82,06 sentence prompt GPT2,04. 500 - 500,03. balanced
balanced_500_sentence_prompt_GPT2,SVC,0.0125596503416697,0.261437908496732,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_500_sentence_prompt_GPT2_SVC_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_500_sentence_prompt_GPT2_SVC_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_500_sentence_prompt_GPT2_SVC_SBERT_test.png,,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/learningcurve_balanced_500_sentence_prompt_GPT2_SVC_SBERT.png,,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_500_sentence_prompt_GPT2_SVC_SBERT_val.png,,,,0.8871128871128872,0.1612903225806451,0.6896551724137931,,0.86,0.86,0.86,0.8599999999999999,,,,,,,,0.0,prepr_SBERT,0.0251193006833394,2.0,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_500_sentence_prompt_GPT2_SVC_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_500_sentence_prompt_GPT2_SVC_SBERT_val.png,,,{'C': 100},20,9,104,868,0.6896551724137931,0.1612903225806451,0.261437908496732,0.8930041152263375,0.9897377423033068,0.9388858842617632,0.7913296438200653,0.6001618963792476,0.8871128871128872,0.9192595193295094,0.89,06 sentence prompt GPT2,04. 500 - 500,03. balanced
balanced_500_sentence_prompt_GPT4o_mini,Logistic_Regression,0.0080441998110877,0.2115384615384615,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_500_sentence_prompt_GPT4o_mini_Logistic_Regression_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_500_sentence_prompt_GPT4o_mini_Logistic_Regression_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_500_sentence_prompt_GPT4o_mini_Logistic_Regression_SBERT_test.png,,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/learningcurve_balanced_500_sentence_prompt_GPT4o_mini_Logistic_Regression_SBERT.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_500_sentence_prompt_GPT4o_mini_Logistic_Regression_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_500_sentence_prompt_GPT4o_mini_Logistic_Regression_SBERT_val.png,,,,0.8361638361638362,0.1229050279329608,0.7586206896551724,,0.89,0.8545454545454545,0.94,0.8952380952380952,,0.9933035714285714,0.9889624724061812,0.9977728285077953,0.9933481152993348,,,0.0,prepr_SBERT,0.0482651988665262,6.0,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_500_sentence_prompt_GPT4o_mini_Logistic_Regression_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_500_sentence_prompt_GPT4o_mini_Logistic_Regression_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_500_sentence_prompt_GPT4o_mini_Logistic_Regression_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_500_sentence_prompt_GPT4o_mini_Logistic_Regression_SBERT_train.png,"{'C': 100, 'penalty': 'l2', 'solver': 'saga'}",22,7,157,815,0.7586206896551724,0.1229050279329608,0.2115384615384615,0.838477366255144,0.9914841849148418,0.9085841694537344,0.7985490279551581,0.5600613154960981,0.8361638361638362,0.8883900380555897,0.86,07 sentence prompt GPT4o mini,04. 500 - 500,03. balanced
balanced_500_sentence_prompt_GPT4o_mini,Naive_Bayes,0.0001054271459579,0.1105990783410138,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_500_sentence_prompt_GPT4o_mini_Naive_Bayes_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_500_sentence_prompt_GPT4o_mini_Naive_Bayes_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_500_sentence_prompt_GPT4o_mini_Naive_Bayes_SBERT_test.png,,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/learningcurve_balanced_500_sentence_prompt_GPT4o_mini_Naive_Bayes_SBERT.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_500_sentence_prompt_GPT4o_mini_Naive_Bayes_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_500_sentence_prompt_GPT4o_mini_Naive_Bayes_SBERT_val.png,,,,0.6143856143856143,0.0592592592592592,0.8275862068965517,,0.75,0.7192982456140351,0.82,0.7663551401869159,,0.7622767857142857,0.7169117647058824,0.8685968819599109,0.785498489425982,,,0.0,prepr_SBERT,0.0105427145957946,100.0,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_500_sentence_prompt_GPT4o_mini_Naive_Bayes_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_500_sentence_prompt_GPT4o_mini_Naive_Bayes_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_500_sentence_prompt_GPT4o_mini_Naive_Bayes_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_500_sentence_prompt_GPT4o_mini_Naive_Bayes_SBERT_train.png,{'var_smoothing': 0.15199110829529336},24,5,381,591,0.8275862068965517,0.0592592592592592,0.1105990783410138,0.6080246913580247,0.9916107382550337,0.7538265306122449,0.7178054491272883,0.4322128044766293,0.6143856143856143,0.7351915694575339,0.82,07 sentence prompt GPT4o mini,04. 500 - 500,03. balanced
balanced_500_sentence_prompt_GPT4o_mini,Random_Forest_Classifier,0.0115761121114095,0.2116402116402116,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_500_sentence_prompt_GPT4o_mini_Random_Forest_Classifier_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_500_sentence_prompt_GPT4o_mini_Random_Forest_Classifier_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_500_sentence_prompt_GPT4o_mini_Random_Forest_Classifier_SBERT_test.png,,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/learningcurve_balanced_500_sentence_prompt_GPT4o_mini_Random_Forest_Classifier_SBERT.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_500_sentence_prompt_GPT4o_mini_Random_Forest_Classifier_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_500_sentence_prompt_GPT4o_mini_Random_Forest_Classifier_SBERT_val.png,,,,0.8511488511488512,0.125,0.6896551724137931,,0.86,0.8461538461538461,0.88,0.8627450980392156,,1.0,1.0,1.0,1.0,,,0.0,prepr_SBERT,0.138913345336914,12.0,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_500_sentence_prompt_GPT4o_mini_Random_Forest_Classifier_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_500_sentence_prompt_GPT4o_mini_Random_Forest_Classifier_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_500_sentence_prompt_GPT4o_mini_Random_Forest_Classifier_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_500_sentence_prompt_GPT4o_mini_Random_Forest_Classifier_SBERT_train.png,"{'max_depth': 10, 'min_samples_leaf': 1, 'n_estimators': 200}",20,9,140,832,0.6896551724137931,0.125,0.2116402116402116,0.8559670781893004,0.9892984542211652,0.917815774958632,0.7728111253015468,0.5647279932994218,0.8511488511488512,0.8973571422551013,0.85,07 sentence prompt GPT4o mini,04. 500 - 500,03. balanced
balanced_500_sentence_prompt_GPT4o_mini,SVC,0.0133424242337544,0.2896551724137931,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_500_sentence_prompt_GPT4o_mini_SVC_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_500_sentence_prompt_GPT4o_mini_SVC_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_500_sentence_prompt_GPT4o_mini_SVC_SBERT_test.png,,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/learningcurve_balanced_500_sentence_prompt_GPT4o_mini_SVC_SBERT.png,,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_500_sentence_prompt_GPT4o_mini_SVC_SBERT_val.png,,,,0.8971028971028971,0.1810344827586207,0.7241379310344828,,0.92,0.903846153846154,0.94,0.9215686274509804,,,,,,,,0.0,prepr_SBERT,0.0266848484675089,2.0,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_500_sentence_prompt_GPT4o_mini_SVC_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_500_sentence_prompt_GPT4o_mini_SVC_SBERT_val.png,,,{'C': 100},21,8,95,877,0.7241379310344828,0.1810344827586207,0.2896551724137931,0.9022633744855968,0.9909604519774012,0.944534194938072,0.8132006527600397,0.6170946836759326,0.8971028971028971,0.925561675804002,0.89,07 sentence prompt GPT4o mini,04. 500 - 500,03. balanced
balanced_1000_sinonimos,Logistic_Regression,0.0146825598345862,0.3013698630136986,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_sinonimos_Logistic_Regression_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_sinonimos_Logistic_Regression_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_sinonimos_Logistic_Regression_SBERT_test.png,,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/learningcurve_balanced_1000_sinonimos_Logistic_Regression_SBERT.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_sinonimos_Logistic_Regression_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_sinonimos_Logistic_Regression_SBERT_val.png,,,,0.8981018981018981,0.188034188034188,0.7586206896551724,,0.9202127659574468,0.8627450980392157,0.9887640449438202,0.9214659685863874,,0.98932384341637,0.9814356435643564,0.9962311557788944,0.9887780548628428,,,0.0,prepr_SBERT,0.0880953590075175,6.0,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_sinonimos_Logistic_Regression_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_sinonimos_Logistic_Regression_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_sinonimos_Logistic_Regression_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_sinonimos_Logistic_Regression_SBERT_train.png,"{'C': 100, 'penalty': 'l2', 'solver': 'saga'}",22,7,95,877,0.7586206896551724,0.188034188034188,0.3013698630136986,0.9022633744855968,0.9920814479638008,0.9450431034482758,0.8304420320703845,0.6232064832309872,0.8981018981018981,0.9263952273517696,0.91,02 sinónimos,05. 1000 - 1000,03. balanced
balanced_1000_sinonimos,Naive_Bayes,0.0001848903099695,0.176,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_sinonimos_Naive_Bayes_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_sinonimos_Naive_Bayes_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_sinonimos_Naive_Bayes_SBERT_test.png,,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/learningcurve_balanced_1000_sinonimos_Naive_Bayes_SBERT.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_sinonimos_Naive_Bayes_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_sinonimos_Naive_Bayes_SBERT_val.png,,,,0.7942057942057942,0.0995475113122171,0.7586206896551724,,0.8457446808510638,0.8846153846153846,0.7752808988764045,0.8263473053892216,,0.8072360616844603,0.8007662835249042,0.7876884422110553,0.7941735275490818,,,0.0,prepr_SBERT,0.0184890309969584,100.0,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_sinonimos_Naive_Bayes_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_sinonimos_Naive_Bayes_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_sinonimos_Naive_Bayes_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_sinonimos_Naive_Bayes_SBERT_train.png,{'var_smoothing': 0.015199110829529332},22,7,199,773,0.7586206896551724,0.0995475113122171,0.176,0.7952674897119342,0.9910256410256412,0.8824200913242011,0.7769440896835533,0.5292100456621005,0.7942057942057942,0.8619543743927308,0.84,02 sinónimos,05. 1000 - 1000,03. balanced
balanced_1000_sinonimos,Random_Forest_Classifier,0.0199915101130803,0.358974358974359,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_sinonimos_Random_Forest_Classifier_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_sinonimos_Random_Forest_Classifier_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_sinonimos_Random_Forest_Classifier_SBERT_test.png,,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/learningcurve_balanced_1000_sinonimos_Random_Forest_Classifier_SBERT.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_sinonimos_Random_Forest_Classifier_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_sinonimos_Random_Forest_Classifier_SBERT_val.png,,,,0.95004995004995,0.2857142857142857,0.4827586206896552,,0.973404255319149,0.9666666666666668,0.9775280898876404,0.9720670391061452,,1.0,1.0,1.0,1.0,,,0.0,prepr_SBERT,0.2398981213569641,12.0,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_sinonimos_Random_Forest_Classifier_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_sinonimos_Random_Forest_Classifier_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_sinonimos_Random_Forest_Classifier_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_sinonimos_Random_Forest_Classifier_SBERT_train.png,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 80}",14,15,35,937,0.4827586206896552,0.2857142857142857,0.358974358974359,0.9639917695473252,0.9842436974789917,0.974012474012474,0.7233751951184901,0.6664934164934164,0.95004995004995,0.9561941869634176,0.84,02 sinónimos,05. 1000 - 1000,03. balanced
balanced_1000_sinonimos,SVC,0.034214448928833,0.3908045977011494,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_sinonimos_SVC_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_sinonimos_SVC_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_sinonimos_SVC_SBERT_test.png,,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/learningcurve_balanced_1000_sinonimos_SVC_SBERT.png,,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_sinonimos_SVC_SBERT_val.png,,,,0.9470529470529472,0.293103448275862,0.5862068965517241,,0.9680851063829788,0.946236559139785,0.9887640449438202,0.967032967032967,,,,,,,,0.0,prepr_SBERT,0.068428897857666,2.0,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_sinonimos_SVC_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_sinonimos_SVC_SBERT_val.png,,,{'C': 100},17,12,41,931,0.5862068965517241,0.293103448275862,0.3908045977011494,0.9578189300411524,0.9872746553552492,0.9723237597911226,0.7720129132964382,0.681564178746136,0.9470529470529472,0.9554765512990055,0.92,02 sinónimos,05. 1000 - 1000,03. balanced
balanced_1000_insert_BERT,Logistic_Regression,0.0151972664727105,0.2585034013605441,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_insert_BERT_Logistic_Regression_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_insert_BERT_Logistic_Regression_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_insert_BERT_Logistic_Regression_SBERT_test.png,,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/learningcurve_balanced_1000_insert_BERT_Logistic_Regression_SBERT.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_insert_BERT_Logistic_Regression_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_insert_BERT_Logistic_Regression_SBERT_val.png,,,,0.8911088911088911,0.1610169491525423,0.6551724137931034,,0.9447236180904522,0.908256880733945,0.99,0.9473684210526316,,0.9893795416433762,0.9814004376367614,0.9977753058954394,0.9895201323772752,,,0.0,prepr_SBERT,0.091183598836263,6.0,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_insert_BERT_Logistic_Regression_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_insert_BERT_Logistic_Regression_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_insert_BERT_Logistic_Regression_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_insert_BERT_Logistic_Regression_SBERT_train.png,"{'C': 100, 'penalty': 'l2', 'solver': 'saga'}",19,10,99,873,0.6551724137931034,0.1610169491525423,0.2585034013605441,0.8981481481481481,0.9886749716874292,0.9412398921832884,0.7766602809706258,0.5998716467719163,0.8911088911088911,0.921460313528084,0.89,04 insert BERT,05. 1000 - 1000,03. balanced
balanced_1000_insert_BERT,Naive_Bayes,0.0001957334280014,0.1341107871720116,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_insert_BERT_Naive_Bayes_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_insert_BERT_Naive_Bayes_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_insert_BERT_Naive_Bayes_SBERT_test.png,,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/learningcurve_balanced_1000_insert_BERT_Naive_Bayes_SBERT.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_insert_BERT_Naive_Bayes_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_insert_BERT_Naive_Bayes_SBERT_val.png,,,,0.7032967032967034,0.0732484076433121,0.7931034482758621,,0.8391959798994975,0.8207547169811321,0.87,0.8446601941747572,,0.8015651201788708,0.7709163346613546,0.8609566184649611,0.813452443510247,,,0.0,prepr_SBERT,0.0195733428001403,100.0,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_insert_BERT_Naive_Bayes_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_insert_BERT_Naive_Bayes_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_insert_BERT_Naive_Bayes_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_insert_BERT_Naive_Bayes_SBERT_train.png,{'var_smoothing': 0.08111308307896872},23,6,291,681,0.7931034482758621,0.0732484076433121,0.1341107871720116,0.7006172839506173,0.9912663755458516,0.8209764918625678,0.7468603661132397,0.4775436395172897,0.7032967032967034,0.8010772856327715,0.84,04 insert BERT,05. 1000 - 1000,03. balanced
balanced_1000_insert_BERT,Random_Forest_Classifier,0.027833401163419,0.4266666666666666,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_insert_BERT_Random_Forest_Classifier_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_insert_BERT_Random_Forest_Classifier_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_insert_BERT_Random_Forest_Classifier_SBERT_test.png,,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/learningcurve_balanced_1000_insert_BERT_Random_Forest_Classifier_SBERT.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_insert_BERT_Random_Forest_Classifier_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_insert_BERT_Random_Forest_Classifier_SBERT_val.png,,,,0.957042957042957,0.3478260869565217,0.5517241379310345,,0.964824120603015,0.9696969696969696,0.96,0.964824120603015,,1.0,1.0,1.0,1.0,,,0.0,prepr_SBERT,0.334000813961029,12.0,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_insert_BERT_Random_Forest_Classifier_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_insert_BERT_Random_Forest_Classifier_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_insert_BERT_Random_Forest_Classifier_SBERT_train.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_insert_BERT_Random_Forest_Classifier_SBERT_train.png,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 200}",16,13,30,942,0.5517241379310345,0.3478260869565217,0.4266666666666666,0.9691358024691358,0.9863874345549738,0.9776855215360664,0.7604299702000852,0.7021760941013665,0.957042957042957,0.961721938328062,0.85,04 insert BERT,05. 1000 - 1000,03. balanced
balanced_1000_insert_BERT,SVC,0.0350134094556172,0.3863636363636363,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_insert_BERT_SVC_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_insert_BERT_SVC_SBERT_test.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_insert_BERT_SVC_SBERT_test.png,,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/learningcurve_balanced_1000_insert_BERT_SVC_SBERT.png,,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/conf_matrix_balanced_1000_insert_BERT_SVC_SBERT_val.png,,,,0.946053946053946,0.288135593220339,0.5862068965517241,,0.9798994974874372,0.9615384615384616,1.0,0.9803921568627452,,,,,,,,0.0,prepr_SBERT,0.0700268189112345,2.0,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/roc_curve_balanced_1000_insert_BERT_SVC_SBERT_val.png,/home/froh/FinalProject_SBERT_AUG_total_cl_PRE/prc_curve_balanced_1000_insert_BERT_SVC_SBERT_val.png,,,{'C': 100},17,12,42,930,0.5862068965517241,0.288135593220339,0.3863636363636363,0.9567901234567902,0.9872611464968152,0.9717868338557994,0.7714985100042571,0.6790752351097179,0.946053946053946,0.9548265214409416,0.91,04 insert BERT,05. 1000 - 1000,03. balanced
